code,product,product_type,product_unit,sale_price,product_attribute_abaya_size,product_attribute_abaya_height
1177056,1177,103,pc,170,abaya_size-56,
1177058,1177,103,pc,170,abaya_size-58,
1177060,1177,103,pc,170,abaya_size-60,
1190052,1190,103,pc,169,abaya_size-52,
1190054,1190,103,pc,169,abaya_size-54,
1190056,1190,103,pc,169,abaya_size-56,
1190058,1190,103,pc,169,abaya_size-58,
1190060,1190,103,pc,169,abaya_size-60,
1195052,1195,101,pc,260,abaya_size-52,
1195054,1195,101,pc,260,abaya_size-54,
1195056,1195,101,pc,260,abaya_size-56,
1195058,1195,101,pc,260,abaya_size-58,
1195060,1195,101,pc,260,abaya_size-60,
1196052,1196,102,pc,242,abaya_size-52,
1196054,1196,102,pc,242,abaya_size-54,
1196056,1196,102,pc,242,abaya_size-56,
1196058,1196,102,pc,242,abaya_size-58,
1196060,1196,102,pc,242,abaya_size-60,
1197052,1197,101,pc,170,abaya_size-52,
1197054,1197,101,pc,170,abaya_size-54,
1197056,1197,101,pc,170,abaya_size-56,
1197058,1197,101,pc,170,abaya_size-58,
1197060,1197,101,pc,170,abaya_size-60,
1198052,1198,103,pc,265,abaya_size-52,
1198054,1198,103,pc,265,abaya_size-54,
1198056,1198,103,pc,265,abaya_size-56,
1198058,1198,103,pc,265,abaya_size-58,
1198060,1198,103,pc,265,abaya_size-60,
1200052,1200,102,pc,179,abaya_size-52,
1200054,1200,102,pc,179,abaya_size-54,
1200056,1200,102,pc,179,abaya_size-56,
1200058,1200,102,pc,179,abaya_size-58,
1200060,1200,102,pc,179,abaya_size-60,
1201052,1201,102,pc,170,abaya_size-52,
1201054,1201,102,pc,170,abaya_size-54,
1201056,1201,102,pc,170,abaya_size-56,
1201058,1201,102,pc,170,abaya_size-58,
1201060,1201,102,pc,170,abaya_size-60,
1203052,1203,102,pc,170,abaya_size-52,
1203054,1203,102,pc,170,abaya_size-54,
1203056,1203,102,pc,170,abaya_size-56,
1203058,1203,102,pc,170,abaya_size-58,
1203060,1203,102,pc,170,abaya_size-60,
1204052,1204,102,pc,242,abaya_size-52,
1204054,1204,102,pc,242,abaya_size-54,
1204056,1204,102,pc,242,abaya_size-56,
1204058,1204,102,pc,242,abaya_size-58,
1204060,1204,102,pc,242,abaya_size-60,
1205052,1205,102,pc,170,abaya_size-52,
1205054,1205,102,pc,170,abaya_size-54,
1205056,1205,102,pc,170,abaya_size-56,
1205058,1205,102,pc,170,abaya_size-58,
1205060,1205,102,pc,170,abaya_size-60,
1206052,1206,102,pc,184,abaya_size-52,
1206054,1206,102,pc,184,abaya_size-54,
1206056,1206,102,pc,184,abaya_size-56,
1206058,1206,102,pc,184,abaya_size-58,
1206060,1206,102,pc,184,abaya_size-60,
1207052,1207,101,pc,190,abaya_size-52,
1207054,1207,101,pc,190,abaya_size-54,
1207056,1207,101,pc,190,abaya_size-56,
1207058,1207,101,pc,190,abaya_size-58,
1207060,1207,101,pc,190,abaya_size-60,
1211052,1211,103,pc,322,abaya_size-52,
1211054,1211,103,pc,322,abaya_size-54,
1211056,1211,103,pc,322,abaya_size-56,
1211058,1211,103,pc,322,abaya_size-58,
1211060,1211,103,pc,322,abaya_size-60,
1212052,1212,102,pc,169,abaya_size-52,
1212054,1212,102,pc,169,abaya_size-54,
1212056,1212,102,pc,169,abaya_size-56,
1212058,1212,102,pc,169,abaya_size-58,
1212060,1212,102,pc,169,abaya_size-60,
1213052,1213,102,pc,299,abaya_size-52,
1213054,1213,102,pc,299,abaya_size-54,
1213056,1213,102,pc,299,abaya_size-56,
1213058,1213,102,pc,299,abaya_size-58,
1213060,1213,102,pc,299,abaya_size-60,
1214052,1214,103,pc,299,abaya_size-52,
1214054,1214,103,pc,299,abaya_size-54,
1214056,1214,103,pc,299,abaya_size-56,
1214058,1214,103,pc,299,abaya_size-58,
1214060,1214,103,pc,299,abaya_size-60,
1215052,1215,103,pc,230,abaya_size-52,
1215054,1215,103,pc,230,abaya_size-54,
1215056,1215,103,pc,230,abaya_size-56,
1215058,1215,103,pc,230,abaya_size-58,
1215060,1215,103,pc,230,abaya_size-60,
1217054,1217,102,pc,299,abaya_size-54,
1217056,1217,102,pc,299,abaya_size-56,
1217058,1217,102,pc,299,abaya_size-58,
1217060,1217,102,pc,299,abaya_size-60,
1221052,1221,104,pc,265,abaya_size-52,
1221054,1221,104,pc,265,abaya_size-54,
1221056,1221,104,pc,265,abaya_size-56,
1221058,1221,104,pc,265,abaya_size-58,
1221060,1221,104,pc,265,abaya_size-60,
1222052,1222,104,pc,220,abaya_size-52,
1222054,1222,104,pc,220,abaya_size-54,
1222056,1222,104,pc,220,abaya_size-56,
1222058,1222,104,pc,220,abaya_size-58,
1222060,1222,104,pc,220,abaya_size-60,
1224052,1224,104,pc,210,abaya_size-52,
1224054,1224,104,pc,210,abaya_size-54,
1224056,1224,104,pc,210,abaya_size-56,
1224058,1224,104,pc,210,abaya_size-58,
1224060,1224,104,pc,210,abaya_size-60,
1226052,1226,104,pc,210,abaya_size-52,
1226054,1226,104,pc,210,abaya_size-54,
1226056,1226,104,pc,210,abaya_size-56,
1226058,1226,104,pc,210,abaya_size-58,
1226060,1226,104,pc,210,abaya_size-60,
1228052,1228,102,pc,170,abaya_size-52,
1228054,1228,102,pc,170,abaya_size-54,
1228056,1228,102,pc,170,abaya_size-56,
1228058,1228,102,pc,170,abaya_size-58,
1228060,1228,102,pc,170,abaya_size-60,
1229052,1229,104,pc,179,abaya_size-52,
1229054,1229,104,pc,179,abaya_size-54,
1229056,1229,104,pc,179,abaya_size-56,
